F:\NT_Info\data\handwrite\word_handwrite\train\005\00540077015.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\005\00540077015.json
F:\NT_Info\data\handwrite\word_handwrite\train\011\01140011045.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\011\01140011045.json
F:\NT_Info\data\handwrite\word_handwrite\train\014\01440014041.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\014\01440014041.json
F:\NT_Info\data\handwrite\word_handwrite\train\001\00140033017.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\001\00140033017.json
F:\NT_Info\data\handwrite\word_handwrite\train\011\01140042043.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\011\01140042043.json
F:\NT_Info\data\handwrite\word_handwrite\train\003\00340033070.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\003\00340033070.json
F:\NT_Info\data\handwrite\word_handwrite\train\013\01340070002.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\013\01340070002.json
F:\NT_Info\data\handwrite\word_handwrite\train\015\01540088030.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\015\01540088030.json
F:\NT_Info\data\handwrite\word_handwrite\train\010\01040073026.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\010\01040073026.json
F:\NT_Info\data\handwrite\word_handwrite\train\006\00640024033.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\006\00640024033.json
F:\NT_Info\data\handwrite\word_handwrite\train\014\01440012028.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\014\01440012028.json
F:\NT_Info\data\handwrite\word_handwrite\train\008\00840050019.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\008\00840050019.json
F:\NT_Info\data\handwrite\word_handwrite\train\014\01440096017.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\014\01440096017.json
F:\NT_Info\data\handwrite\word_handwrite\train\001\00140036065.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\001\00140036065.json
F:\NT_Info\data\handwrite\word_handwrite\train\007\00740032031.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\007\00740032031.json
F:\NT_Info\data\handwrite\word_handwrite\train\003\00340025007.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\003\00340025007.json
F:\NT_Info\data\handwrite\word_handwrite\train\006\00640066008.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\006\00640066008.json
F:\NT_Info\data\handwrite\word_handwrite\train\003\00340027043.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\003\00340027043.json
F:\NT_Info\data\handwrite\word_handwrite\train\010\01040045033.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\010\01040045033.json
F:\NT_Info\data\handwrite\word_handwrite\train\003\00340005062.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\003\00340005062.json
F:\NT_Info\data\handwrite\word_handwrite\train\004\00440086016.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\004\00440086016.json
F:\NT_Info\data\handwrite\word_handwrite\train\009\00940034064.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\009\00940034064.json
F:\NT_Info\data\handwrite\word_handwrite\train\007\00740066007.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\007\00740066007.json
F:\NT_Info\data\handwrite\word_handwrite\train\012\01240077037.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\012\01240077037.json
F:\NT_Info\data\handwrite\word_handwrite\train\005\00540037049.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\005\00540037049.json
F:\NT_Info\data\handwrite\word_handwrite\train\010\01040052045.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\010\01040052045.json
F:\NT_Info\data\handwrite\word_handwrite\train\002\00240088009.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\002\00240088009.json
F:\NT_Info\data\handwrite\word_handwrite\train\002\00240097009.jpg,F:\NT_Info\data\handwrite\word_handwrite\train\002\00240097009.json
